core-ref-index-at-wl-1.55um,clad-ref-index,"no-of-
rings",diaBYpitch,"pitch
(um)","wl
(um)",neff,"Aeff
(um^2)","dispersion
(ps/km.nm)","conf-loss
(dB/cm)","conf-loss-in-log10
(dB/cm)"
1.444,1,5,0.6,0.8,1.58333,1.33461,4.52888,-523.617,52.4559,1.719794343
1.444,1,5,0.6,0.8,1.41322,1.34663,2.69737,-541.744,10.5519,1.023330667
1.444,1,5,0.6,0.8,1.27612,1.35868,1.93463,-445.856,1.70221,0.231013138
1.444,1,5,0.6,0.8,1.16327,1.37008,1.55279,-317.074,0.249548,-0.602845906
1.444,1,5,0.6,0.8,1.06875,1.38044,1.33252,-197.534,0.0365308,-1.437340817
1.444,1,5,0.6,0.8,0.988439,1.38965,1.19217,-99.1345,0.00566158,-2.247062352
1.444,1,5,0.6,0.8,0.919355,1.39773,1.09602,-22.2678,0.00095465,-3.020155823
1.444,1,5,0.6,0.8,0.859296,1.40479,1.02641,36.2671,0.000176733,-3.75268235
1.444,1,5,0.6,0.8,0.806604,1.41095,0.973765,80.2738,3.60E-05,-4.444118728
1.444,1,5,0.6,0.8,0.76,1.41634,0.932556,113.147,8.03E-06,-5.095239567
1.444,1,5,0.6,0.8,0.718487,1.42105,0.899381,137.605,1.96E-06,-5.707376263
1.444,1,5,0.6,0.8,0.681275,1.4252,0.872059,155.733,5.22E-07,-6.282149826
1.444,1,5,0.6,0.8,0.647727,1.42886,0.84913,169.1,1.51E-07,-6.821368325
1.444,1,5,0.6,0.8,0.617329,1.4321,0.829585,178.872,4.71E-08,-7.326956964
1.444,1,5,0.6,0.8,0.589655,1.43498,0.812705,185.918,1.58E-08,-7.800908836
1.444,1,5,0.6,0.8,0.564356,1.43755,0.797961,190.88,5.69E-09,-8.245229045
1.444,1,5,0.6,0.8,0.541139,1.43985,0.784961,194.242,2.18E-09,-8.661896265
1.444,1,5,0.6,0.8,0.519757,1.44192,0.773402,196.371,8.85E-10,-9.052834486
1.444,1,5,0.6,0.8,0.5,1.44378,0.76305,197.538,3.80E-10,-9.419883953
1.444,1,5,0.6,1,1.8,1.34441,4.5085,-439.526,11.4012,1.056950564
1.444,1,5,0.6,1,1.58333,1.3595,2.95806,-349.603,1.17749,0.070957228
1.444,1,5,0.6,1,1.41322,1.37353,2.29287,-220.323,0.10598,-0.974776085
1.444,1,5,0.6,1,1.27612,1.38585,1.94409,-109.29,0.00986938,-2.005710129
1.444,1,5,0.6,1,1.16327,1.39638,1.73484,-25.905,0.00102947,-2.987386305
1.444,1,5,0.6,1,1.06875,1.40528,1.59688,33.602,0.00012388,-3.906998803
1.444,1,5,0.6,1,0.988439,1.41279,1.49939,75.1786,0.000017313,-4.761627671
1.444,1,5,0.6,1,0.919355,1.41914,1.42683,103.957,2.80E-06,-5.55257372
1.444,1,5,0.6,1,0.859296,1.42454,1.37062,123.761,5.21E-07,-6.282928104
1.444,1,5,0.6,1,0.806604,1.42914,1.32569,137.286,1.11E-07,-6.956508043
1.444,1,5,0.6,1,0.76,1.4331,1.28889,146.401,2.65E-08,-7.577377335
1.444,1,5,0.6,1,0.718487,1.43653,1.25814,152.387,7.09E-09,-8.149616013
1.444,1,5,0.6,1,0.681275,1.4395,1.23202,156.14,2.10E-09,-8.677206162
1.444,1,5,0.6,1,0.647727,1.4421,1.20954,158.28,6.86E-10,-9.163960865
1.444,1,5,0.6,1,0.617329,1.44439,1.18996,159.245,2.44E-10,-9.613484983
1.444,1,5,0.6,1,0.589655,1.44641,1.17275,159.35,9.35E-11,-10.02915773
1.444,1,5,0.6,1,0.564356,1.44821,1.1575,158.822,3.85E-11,-10.41410857
1.444,1,5,0.6,1,0.541139,1.44981,1.14388,157.828,1.69E-11,-10.77122249
1.444,1,5,0.6,1,0.519757,1.45124,1.13163,156.488,7.89E-12,-11.10313497
1.444,1,5,0.6,1,0.5,1.45252,1.12057,154.897,3.87E-12,-11.41223742
1.444,1,5,0.6,1.2,1.8,1.36595,3.71901,-241.962,0.314931,-0.501784588
1.444,1,5,0.6,1.2,1.58333,1.38171,2.93189,-118.538,0.0176578,-1.753063406
1.444,1,5,0.6,1.2,1.41322,1.39488,2.52691,-28.3722,0.0011279,-2.947729403
1.444,1,5,0.6,1.2,1.27612,1.40566,2.285,31.998,8.78E-05,-4.056602939
1.444,1,5,0.6,1.2,1.16327,1.41445,2.12498,71.1168,8.46E-06,-5.072874061
1.444,1,5,0.6,1.2,1.06875,1.42164,2.01118,96.1496,1.00E-06,-5.998569188
1.444,1,5,0.6,1.2,0.988439,1.42757,1.92587,112.027,1.45E-07,-6.839174456
1.444,1,5,0.6,1.2,0.919355,1.43251,1.85933,121.941,2.50E-08,-7.601424649
1.444,1,5,0.6,1.2,0.859296,1.43665,1.80584,127.927,5.10E-09,-8.292366813
1.444,1,5,0.6,1.2,0.806604,1.44015,1.76182,131.295,1.21E-09,-8.918926463
1.444,1,5,0.6,1.2,0.76,1.44313,1.72489,132.896,3.25E-10,-9.487697246
1.444,1,5,0.6,1.2,0.718487,1.4457,1.69344,133.285,9.89E-11,-10.00483357
1.444,1,5,0.6,1.2,0.681275,1.44792,1.6663,132.842,3.34E-11,-10.47599355
1.444,1,5,0.6,1.2,0.647727,1.44985,1.64264,131.82,1.24E-11,-10.90631572
1.444,1,5,0.6,1.2,0.617329,1.45154,1.6218,130.4,5.01E-12,-11.30041113
1.444,1,5,0.6,1.2,0.589655,1.45303,1.60331,128.706,2.18E-12,-11.662393
1.444,1,5,0.6,1.2,0.564356,1.45434,1.58678,126.827,1.01E-12,-11.99589368
1.444,1,5,0.6,1.2,0.541139,1.45552,1.57192,124.829,4.96E-13,-12.30410174
1.444,1,5,0.6,1.2,0.519757,1.45656,1.55847,122.758,2.57E-13,-12.58981516
1.444,1,5,0.6,1.2,0.5,1.4575,1.54625,120.648,1.39E-13,-12.85546938
1.444,1,5,0.6,1.4,1.8,1.38476,3.83856,-84.8364,0.00803155,-2.095200633
1.444,1,5,0.6,1.4,1.58333,1.39925,3.29281,-0.379817,0.000345182,-3.461951859
1.444,1,5,0.6,1.4,1.41322,1.41069,2.97881,49.0194,1.97E-05,-4.706266299
1.444,1,5,0.6,1.4,1.27612,1.41973,2.77527,78.404,1.50E-06,-5.82515841
1.444,1,5,0.6,1.4,1.16327,1.42692,2.63216,95.6576,1.49E-07,-6.825762787
1.444,1,5,0.6,1.4,1.06875,1.43272,2.52562,105.592,1.91E-08,-7.718462144
1.444,1,5,0.6,1.4,0.988439,1.43744,2.44292,111.05,3.06E-09,-8.514392129
1.444,1,5,0.6,1.4,0.919355,1.44134,2.37669,113.718,5.96E-10,-9.224470375
1.444,1,5,0.6,1.4,0.859296,1.44458,2.32235,114.618,1.38E-10,-9.858967475
1.444,1,5,0.6,1.4,0.806604,1.44731,2.27688,114.382,3.74E-11,-10.42730959
1.444,1,5,0.6,1.4,0.76,1.44963,2.23825,113.408,1.15E-11,-10.93797487
1.444,1,5,0.6,1.4,0.718487,1.45161,2.20499,111.956,3.99E-12,-11.39848756
1.444,1,5,0.6,1.4,0.681275,1.45332,2.17604,110.198,1.53E-12,-11.81541929
1.444,1,5,0.6,1.4,0.647727,1.4548,2.1506,108.249,6.39E-13,-12.19446584
1.444,1,5,0.6,1.4,0.617329,1.4561,2.12805,106.186,2.88E-13,-12.54051855
1.444,1,5,0.6,1.4,0.589655,1.45724,2.10793,104.068,1.39E-13,-12.85776075
1.444,1,5,0.6,1.4,0.564356,1.45824,2.08986,101.928,7.08E-14,-13.14975455
1.444,1,5,0.6,1.4,0.541139,1.45913,2.07353,99.7955,3.81E-14,-13.41953236
1.444,1,5,0.6,1.4,0.519757,1.45993,2.0587,97.6859,2.14E-14,-13.66967959
1.444,1,5,0.6,1.4,0.5,1.46064,2.04517,95.6145,1.25E-14,-13.90239914
1.444,1,5,0.6,1.6,1.8,1.39981,4.27761,-1.62517,0.00026189,-3.581881084
1.444,1,5,0.6,1.6,1.58333,1.41255,3.83283,50.0929,1.03E-05,-4.987635275
1.444,1,5,0.6,1.6,1.41322,1.42229,3.55696,75.6237,5.88E-07,-6.230560636
1.444,1,5,0.6,1.6,1.27612,1.42982,3.3683,89.3523,4.75E-08,-7.323000206
1.444,1,5,0.6,1.6,1.16327,1.43575,3.23047,96.45,5.23E-09,-8.28111567
1.444,1,5,0.6,1.6,1.06875,1.44047,3.12495,99.7434,7.56E-10,-9.121449482
1.444,1,5,0.6,1.6,0.988439,1.4443,3.04135,100.8,1.38E-10,-9.859683692
1.444,1,5,0.6,1.6,0.919355,1.44743,2.97336,100.516,3.09E-11,-10.51012586
1.444,1,5,0.6,1.6,0.859296,1.45003,2.91691,99.4159,8.21E-12,-11.08550452
1.444,1,5,0.6,1.6,0.806604,1.45221,2.86925,97.8252,2.53E-12,-11.59690179
1.444,1,5,0.6,1.6,0.76,1.45406,2.82845,95.9402,8.83E-13,-12.05381114
1.444,1,5,0.6,1.6,0.718487,1.45563,2.79311,93.8913,3.43E-13,-12.46426168
1.444,1,5,0.6,1.6,0.681275,1.45699,2.76219,91.7586,1.46E-13,-12.83498134
1.444,1,5,0.6,1.6,0.647727,1.45816,2.73491,89.5992,6.74E-14,-13.17158503
1.444,1,5,0.6,1.6,0.617329,1.45918,2.71065,87.4481,3.32E-14,-13.47873636
1.444,1,5,0.6,1.6,0.589655,1.46008,2.68892,85.3275,1.74E-14,-13.76032271
1.444,1,5,0.6,1.6,0.564356,1.46087,2.66936,83.2543,9.56E-15,-14.01958481
1.444,1,5,0.6,1.6,0.541139,1.46158,2.65164,81.237,5.51E-15,-14.25924031
1.444,1,5,0.6,1.6,0.519757,1.4622,2.63551,79.2811,3.30E-15,-14.48157688
1.444,1,5,0.6,1.6,0.5,1.46276,2.62077,77.3908,2.05E-15,-14.68853435
1.444,1,5,0.6,1.8,1.8,1.41161,4.89199,37.6818,1.19E-05,-4.925026394
1.444,1,5,0.6,1.8,1.58333,1.42264,4.49403,68.8874,4.71E-07,-6.326943134
1.444,1,5,0.6,1.8,1.41322,1.43091,4.23409,81.6005,2.89E-08,-7.539172792
1.444,1,5,0.6,1.8,1.27612,1.43724,4.04992,87.5025,2.60E-09,-8.584747791
1.444,1,5,0.6,1.8,1.16327,1.44217,3.91201,89.7578,3.26E-10,-9.486988939
1.444,1,5,0.6,1.8,1.06875,1.44608,3.80458,89.9989,5.40E-11,-10.2675797
1.444,1,5,0.6,1.8,0.988439,1.44923,3.71839,89.1071,1.13E-11,-10.94585443
1.444,1,5,0.6,1.8,0.919355,1.4518,3.64761,87.5709,2.89E-12,-11.538548
1.444,1,5,0.6,1.8,0.859296,1.45393,3.58843,85.6782,8.71E-13,-12.05980238
1.444,1,5,0.6,1.8,0.806604,1.4557,3.53818,83.5972,3.01E-13,-12.52137147
1.444,1,5,0.6,1.8,0.76,1.45721,3.49496,81.4339,1.17E-13,-12.93289565
1.444,1,5,0.6,1.8,0.718487,1.45848,3.4574,79.251,4.99E-14,-13.30223989
1.444,1,5,0.6,1.8,0.681275,1.45958,3.42444,77.0908,2.31E-14,-13.63578869
1.444,1,5,0.6,1.8,0.647727,1.46053,3.39528,74.9764,1.15E-14,-13.9387436
1.444,1,5,0.6,1.8,0.617329,1.46136,3.3693,72.9235,6.09E-15,-14.21535133
1.444,1,5,0.6,1.8,0.589655,1.46209,3.34601,70.9401,3.40E-15,-14.46911033
1.444,1,5,0.6,1.8,0.564356,1.46273,3.32499,69.0324,1.98E-15,-14.70290731
1.444,1,5,0.6,1.8,0.541139,1.46329,3.30594,67.1995,1.20E-15,-14.91915714
1.444,1,5,0.6,1.8,0.519757,1.4638,3.28859,65.4418,7.59E-16,-15.11988985
1.444,1,5,0.6,1.8,0.5,1.46425,3.27272,63.7576,4.93E-16,-15.3068167
1.444,1,5,0.6,2,1.8,1.42079,5.62273,54.6349,7.57E-07,-6.1209592
1.444,1,5,0.6,2,1.58333,1.43034,5.24666,73.7027,3.21E-08,-7.493957921
1.444,1,5,0.6,2,1.41322,1.43742,4.99195,79.5317,2.19E-09,-8.658818805
1.444,1,5,0.6,2,1.27612,1.44278,4.80703,81.4165,2.25E-10,-9.647502974
1.444,1,5,0.6,2,1.16327,1.44694,4.66621,81.2702,3.24E-11,-10.48949386
1.444,1,5,0.6,2,1.06875,1.45022,4.55519,80.0587,6.16E-12,-11.21061744
1.444,1,5,0.6,2,0.988439,1.45286,4.46531,78.2856,1.47E-12,-11.83272403
1.444,1,5,0.6,2,0.919355,1.45501,4.391,76.2301,4.23E-13,-12.37381367
1.444,1,5,0.6,2,0.859296,1.45678,4.32851,74.053,1.42E-13,-12.84843098
1.444,1,5,0.6,2,0.806604,1.45825,4.27522,71.8434,5.39E-14,-13.26819857
1.444,1,5,0.6,2,0.76,1.4595,4.22922,69.6573,2.28E-14,-13.64235287
1.444,1,5,0.6,2,0.718487,1.46056,4.18911,67.5245,1.05E-14,-13.97824029
1.444,1,5,0.6,2,0.681275,1.46147,4.15382,65.4639,5.23E-15,-14.28172507
1.444,1,5,0.6,2,0.647727,1.46226,4.12252,63.4832,2.77E-15,-14.55752964
1.444,1,5,0.6,2,0.617329,1.46294,4.09458,61.5887,1.55E-15,-14.80948622
1.444,1,5,0.6,2,0.589655,1.46354,4.06947,59.7801,9.10E-16,-15.04072911
1.444,1,5,0.6,2,0.564356,1.46406,4.04679,58.0553,5.57E-16,-15.25385329
1.444,1,5,0.6,2,0.541139,1.46453,4.0262,56.4114,3.54E-16,-15.45103109
1.444,1,5,0.6,2,0.519757,1.46495,4.00741,54.8488,2.32E-16,-15.63408542
1.444,1,5,0.6,2,0.5,1.46532,3.99021,53.3584,1.57E-16,-15.80455701
1.444,1,5,0.9,0.8,1.8,1.17531,2.00687,-1175.02,5.45953,0.737155257
1.444,1,5,0.9,0.8,1.58333,1.20811,1.33065,-949.903,0.189929,-0.721408718
1.444,1,5,0.9,0.8,1.41322,1.23975,1.03214,-618.152,0.00486965,-2.312502252
1.444,1,5,0.9,0.8,1.27612,1.26808,0.870372,-329.765,0.000119393,-3.923021135
1.444,1,5,0.9,0.8,1.16327,1.29255,0.770391,-115.037,2.97E-06,-5.52690882
1.444,1,5,0.9,0.8,1.06875,1.31338,0.702664,35.6125,7.80E-08,-7.108093075
1.444,1,5,0.9,0.8,0.988439,1.33103,0.653671,139.231,2.23E-09,-8.651765253
1.444,1,5,0.9,0.8,0.919355,1.34602,0.616481,210.276,7.02E-11,-10.15392466
1.444,1,5,0.9,0.8,0.859296,1.3588,0.587212,259.109,2.41E-12,-11.61837238
1.444,1,5,0.9,0.8,0.806604,1.36974,0.563524,292.74,8.90E-14,-13.05065782
1.444,1,5,0.9,0.8,0.76,1.37918,0.543928,315.845,3.52E-15,-14.45403143
1.444,1,5,0.9,0.8,0.718487,1.38736,0.527425,331.563,1.48E-16,-15.82964733
1.444,1,5,0.9,0.8,0.681275,1.3945,0.513323,342.017,6.75E-18,-17.17094529
1.444,1,5,0.9,0.8,0.647727,1.40075,0.501124,348.666,3.58E-19,-18.44652113
1.444,1,5,0.9,0.8,0.617329,1.40626,0.49046,352.533,-1.05E-19,-18.97917069
1.444,1,5,0.9,0.8,0.589655,1.41114,0.481053,354.346,1.72E-20,-19.7644564
1.444,1,5,0.9,0.8,0.564356,1.41549,0.472692,354.623,-9.52E-20,-19.02158299
1.444,1,5,0.9,0.8,0.541139,1.41937,0.465207,353.756,3.83E-20,-19.41702694
1.444,1,5,0.9,0.8,0.519757,1.42285,0.458466,352.02,-2.05E-20,-19.68732134
1.444,1,5,0.9,0.8,0.5,1.42598,0.452362,349.634,3.79E-20,-19.42170814
1.444,1,5,0.9,1,1.8,1.23426,1.66994,-542.219,0.00740573,-2.130432126
1.444,1,5,0.9,1,1.58333,1.26995,1.34355,-245.824,6.98E-05,-4.156221115
1.444,1,5,0.9,1,1.41322,1.29965,1.16382,-43.7275,6.90E-07,-6.161073498
1.444,1,5,0.9,1,1.27612,1.32388,1.05038,84.1752,7.69E-09,-8.113876606
1.444,1,5,0.9,1,1.16327,1.34359,0.972019,163.692,9.76E-11,-10.01040737
1.444,1,5,0.9,1,1.06875,1.35971,0.914415,213.216,1.40E-12,-11.85351537
1.444,1,5,0.9,1,0.988439,1.37302,0.870145,244.143,2.26E-14,-13.64661856
1.444,1,5,0.9,1,0.919355,1.38409,0.834979,263.33,4.05E-16,-15.39254605
1.444,1,5,0.9,1,0.859296,1.39339,0.806325,274.936,8.03E-18,-17.09529311
1.444,1,5,0.9,1,0.806604,1.40127,0.7825,281.532,1.98E-19,-18.70342475
1.444,1,5,0.9,1,0.76,1.408,0.762364,284.757,3.08E-20,-19.5116679
1.444,1,5,0.9,1,0.718487,1.41379,0.745113,285.67,-4.26E-20,-19.37038961
1.444,1,5,0.9,1,0.681275,1.41881,0.730161,284.98,4.17E-21,-20.37946004
1.444,1,5,0.9,1,0.647727,1.42319,0.717076,283.176,-3.85E-21,-20.41435206
1.444,1,5,0.9,1,0.617329,1.42703,0.705525,280.59,2.69E-21,-20.56997657
1.444,1,5,0.9,1,0.589655,1.43042,0.695252,277.459,1.19E-20,-19.92282475
1.444,1,5,0.9,1,0.564356,1.43342,0.686055,273.953,-9.08E-21,-20.04178312
1.444,1,5,0.9,1,0.541139,1.4361,0.677773,270.194,1.69E-20,-19.77204906
1.444,1,5,0.9,1,0.519757,1.43849,0.670275,266.274,-3.73E-21,-20.42846119
1.444,1,5,0.9,1,0.5,1.44064,0.663454,262.254,7.49E-21,-20.12555993
1.444,1,5,0.9,1.2,1.8,1.28436,1.79941,-125.211,6.82E-06,-5.165954618
1.444,1,5,0.9,1.2,1.58333,1.31619,1.56111,42.262,2.90E-08,-7.537170917
1.444,1,5,0.9,1.2,1.41322,1.34104,1.41346,131.418,1.47E-10,-9.83245819
1.444,1,5,0.9,1.2,1.27612,1.36055,1.31245,181.641,8.89E-13,-12.0510914
1.444,1,5,0.9,1.2,1.16327,1.37605,1.23866,210.029,6.35E-15,-14.19744656
1.444,1,5,0.9,1.2,1.06875,1.38852,1.18222,225.844,5.29E-17,-16.27638181
1.444,1,5,0.9,1.2,0.988439,1.39869,1.13757,234.179,5.00E-19,-18.3011855
1.444,1,5,0.9,1.2,0.919355,1.40708,1.10131,237.921,2.03E-20,-19.69314411
1.444,1,5,0.9,1.2,0.859296,1.41408,1.07125,238.771,1.46E-21,-20.83625737
1.444,1,5,0.9,1.2,0.806604,1.41997,1.04592,237.761,-4.80E-21,-20.31858598
1.444,1,5,0.9,1.2,0.76,1.42498,1.02428,235.55,-1.62E-20,-19.79078534
1.444,1,5,0.9,1.2,0.718487,1.42928,1.00556,232.562,5.91E-21,-20.22865803
1.444,1,5,0.9,1.2,0.681275,1.43299,0.989208,229.073,1.79E-20,-19.74693109
1.444,1,5,0.9,1.2,0.647727,1.43622,0.974803,225.271,1.46E-20,-19.83599829
1.444,1,5,0.9,1.2,0.617329,1.43904,0.962013,221.291,2.11E-20,-19.67603669
1.444,1,5,0.9,1.2,0.589655,1.44152,0.95058,217.216,-1.11E-20,-19.95291213
1.444,1,5,0.9,1.2,0.564356,1.44372,0.940297,213.113,9.83E-21,-20.00734665
1.444,1,5,0.9,1.2,0.541139,1.44567,0.930998,209.022,-4.74E-21,-20.32425098
1.444,1,5,0.9,1.2,0.519757,1.44742,0.922548,204.977,9.37E-21,-20.02845187
1.444,1,5,0.9,1.2,0.5,1.44898,0.914835,200.997,1.45E-21,-20.83721163
1.444,1,5,0.9,1.4,1.8,1.32207,2.07291,48.1585,7.62E-09,-8.118039899
1.444,1,5,0.9,1.4,1.58333,1.34905,1.86498,135.248,1.69E-11,-10.77167665
1.444,1,5,0.9,1.4,1.41322,1.36948,1.72725,173.368,4.77E-14,-13.32180951
1.444,1,5,0.9,1.4,1.27612,1.38524,1.6288,192.639,1.67E-16,-15.77723672
1.444,1,5,0.9,1.4,1.16327,1.3976,1.55469,201.85,6.74E-19,-18.1713865
1.444,1,5,0.9,1.4,1.06875,1.40745,1.49678,205.439,-1.33E-20,-19.87609938
1.444,1,5,0.9,1.4,0.988439,1.41543,1.45024,205.774,2.67E-20,-19.5734123
1.444,1,5,0.9,1.4,0.919355,1.42198,1.41198,204.179,-5.12E-21,-20.29093112
1.444,1,5,0.9,1.4,0.859296,1.42742,1.37997,201.427,-1.55E-21,-20.80974956
1.444,1,5,0.9,1.4,0.806604,1.43199,1.35279,197.986,1.31E-20,-19.88188745
1.444,1,5,0.9,1.4,0.76,1.43586,1.32941,194.147,1.08E-20,-19.96578478
1.444,1,5,0.9,1.4,0.718487,1.43917,1.30908,190.099,-7.66E-22,-21.11559097
1.444,1,5,0.9,1.4,0.681275,1.44203,1.29125,185.958,-1.78E-22,-21.75059372
1.444,1,5,0.9,1.4,0.647727,1.4445,1.27548,181.804,-7.08E-22,-21.15003606
1.444,1,5,0.9,1.4,0.617329,1.44666,1.26143,177.69,4.88E-21,-20.31146984
1.444,1,5,0.9,1.4,0.589655,1.44856,1.24883,173.649,8.89E-21,-20.05134012
1.444,1,5,0.9,1.4,0.564356,1.45024,1.23748,169.702,1.29E-21,-20.89031348
1.444,1,5,0.9,1.4,0.541139,1.45173,1.22718,165.864,-2.19E-21,-20.65980979
1.444,1,5,0.9,1.4,0.519757,1.45305,1.2178,162.14,3.40E-21,-20.46888528
1.444,1,5,0.9,1.4,0.5,1.45424,1.20923,158.537,-6.66E-22,-21.17662294
1.444,1,5,0.9,1.6,1.8,1.35006,2.42658,111.509,1.13E-11,-10.94689081
1.444,1,5,0.9,1.6,1.58333,1.37273,2.22913,158.397,1.41E-14,-13.85051608
1.444,1,5,0.9,1.6,1.41322,1.38964,2.09305,173.972,2.33E-17,-16.63255089
1.444,1,5,0.9,1.6,1.27612,1.40252,1.99324,180.146,4.75E-20,-19.32352131
1.444,1,5,0.9,1.6,1.16327,1.41256,1.91675,181.452,-2.91E-20,-19.53673428
1.444,1,5,0.9,1.6,1.06875,1.42052,1.85619,180.132,1.97E-20,-19.70547426
1.444,1,5,0.9,1.6,0.988439,1.42694,1.80704,177.364,-3.78E-20,-19.42228307
1.444,1,5,0.9,1.6,0.919355,1.43218,1.76634,173.806,-1.52E-20,-19.81681275
1.444,1,5,0.9,1.6,0.859296,1.43653,1.73207,169.832,2.88E-20,-19.54007101
1.444,1,5,0.9,1.6,0.806604,1.44017,1.70281,165.667,-4.04E-21,-20.39381325
1.444,1,5,0.9,1.6,0.76,1.44325,1.67755,161.448,3.04E-20,-19.5167166
1.444,1,5,0.9,1.6,0.718487,1.44587,1.65551,157.258,-6.71E-21,-20.17306459
1.444,1,5,0.9,1.6,0.681275,1.44813,1.63611,153.147,-1.07E-21,-20.97260554
1.444,1,5,0.9,1.6,0.647727,1.45009,1.61891,149.148,-5.10E-21,-20.29234723
1.444,1,5,0.9,1.6,0.617329,1.4518,1.60354,145.275,-7.61E-21,-20.1185269
1.444,1,5,0.9,1.6,0.589655,1.45329,1.58973,141.541,5.54E-21,-20.25655217
1.444,1,5,0.9,1.6,0.564356,1.45461,1.57726,137.946,-2.39E-21,-20.62215668
1.444,1,5,0.9,1.6,0.541139,1.45579,1.56593,134.493,9.81E-21,-20.00851963
1.444,1,5,0.9,1.6,0.519757,1.45683,1.55559,131.179,-3.04E-21,-20.51660101
1.444,1,5,0.9,1.6,0.5,1.45776,1.54612,127.999,-5.98E-22,-21.22317247
1.444,1,5,0.9,1.8,1.8,1.37107,2.84045,130.353,2.21E-14,-13.6559852
1.444,1,5,0.9,1.8,1.58333,1.39023,2.64472,156.896,1.62E-17,-16.79020627
1.444,1,5,0.9,1.8,1.41322,1.40436,2.50642,161.984,1.21E-19,-18.91638273
1.444,1,5,0.9,1.8,1.27612,1.41507,2.40329,162.227,4.20E-21,-20.37695653
1.444,1,5,0.9,1.8,1.16327,1.42336,2.32334,160.065,-2.19E-20,-19.65886038
1.444,1,5,0.9,1.8,1.06875,1.42991,2.25952,156.692,-1.63E-21,-20.78827625
1.444,1,5,0.9,1.8,0.988439,1.43517,2.20737,152.724,-5.52E-21,-20.25788079
1.444,1,5,0.9,1.8,0.919355,1.43947,2.16396,148.499,2.22E-21,-20.65451256
1.444,1,5,0.9,1.8,0.859296,1.44302,2.12727,144.21,-6.06E-21,-20.21728163
1.444,1,5,0.9,1.8,0.806604,1.44598,2.09584,139.963,1.43E-21,-20.84440286
1.444,1,5,0.9,1.8,0.76,1.44849,2.06862,135.817,-2.82E-21,-20.55024707
1.444,1,5,0.9,1.8,0.718487,1.45062,2.04481,131.81,-2.53E-21,-20.59722465
1.444,1,5,0.9,1.8,0.681275,1.45245,2.02381,127.957,5.07E-21,-20.29477794
1.444,1,5,0.9,1.8,0.647727,1.45404,2.00516,124.266,1.77E-21,-20.75316426
1.444,1,5,0.9,1.8,0.617329,1.45542,1.98847,120.738,-2.49E-21,-20.60411122
1.444,1,5,0.9,1.8,0.589655,1.45663,1.97345,117.369,2.28E-21,-20.64293843
1.444,1,5,0.9,1.8,0.564356,1.4577,1.95986,114.157,-1.01E-21,-20.99372654
1.444,1,5,0.9,1.8,0.541139,1.45864,1.9475,111.092,6.07E-22,-21.21664249
1.444,1,5,0.9,1.8,0.519757,1.45948,1.93621,108.17,-1.43E-21,-20.84606934
1.444,1,5,0.9,1.8,0.5,1.46024,1.92586,105.384,1.46E-22,-21.83702061
1.444,1,5,0.9,2,1.8,1.38707,3.30406,131.717,5.53E-17,-16.25723011
1.444,1,5,0.9,2,1.58333,1.40342,3.10603,147.309,1.88E-20,-19.72590684
1.444,1,5,0.9,2,1.41322,1.41539,2.96378,147.216,1.86E-21,-20.72976383
1.444,1,5,0.9,2,1.27612,1.42442,2.85652,144.626,-7.88E-21,-20.10358016
1.444,1,5,0.9,2,1.16327,1.43138,2.77271,140.892,2.52E-20,-19.59912714
1.444,1,5,0.9,2,1.06875,1.43686,2.70541,136.669,-6.94E-21,-20.15894539
1.444,1,5,0.9,2,0.988439,1.44126,2.65019,132.292,2.17E-20,-19.66315618
1.444,1,5,0.9,2,0.919355,1.44484,2.60406,127.933,1.14E-20,-19.94209438
1.444,1,5,0.9,2,0.859296,1.44779,2.56496,123.683,2.46E-21,-20.60829585
1.444,1,5,0.9,2,0.806604,1.45026,2.53139,119.591,1.57E-21,-20.80411971
1.444,1,5,0.9,2,0.76,1.45233,2.50227,115.679,3.45E-21,-20.46173048
1.444,1,5,0.9,2,0.718487,1.4541,2.47676,111.951,-4.56E-21,-20.34147444
1.444,1,5,0.9,2,0.681275,1.45562,2.45424,108.413,4.05E-21,-20.39244097
1.444,1,5,0.9,2,0.647727,1.45693,2.4342,105.054,-3.10E-21,-20.50890036
1.444,1,5,0.9,2,0.617329,1.45807,2.41627,101.873,9.87E-21,-20.00589939
1.444,1,5,0.9,2,0.589655,1.45907,2.40012,98.8552,-2.55E-21,-20.59372047
1.444,1,5,0.9,2,0.564356,1.45995,2.3855,95.9942,1.94E-21,-20.71309913
1.444,1,5,0.9,2,0.541139,1.46073,2.37221,93.2812,-1.90E-21,-20.72210212
1.444,1,5,0.9,2,0.519757,1.46142,2.36006,90.7051,-3.48E-21,-20.45862297
1.444,1,5,0.9,2,0.5,1.46204,2.34893,88.2575,-1.05E-21,-20.9798667
1.444,1,5,0.8,0.8,1.8,1.23007,2.69192,-940.964,17.1902,1.23528093
1.444,1,5,0.8,0.8,1.58333,1.25511,1.67561,-836.846,1.08994,0.037402591
1.444,1,5,0.8,0.8,1.41322,1.27991,1.26066,-587.079,0.0514149,-1.288911005
1.444,1,5,0.8,0.8,1.27612,1.30255,1.04643,-347.089,0.00220534,-2.656524445
1.444,1,5,0.8,0.8,1.16327,1.32239,0.918597,-158.07,9.63E-05,-4.016343498
1.444,1,5,0.8,0.8,1.06875,1.33944,0.834291,-20.2543,4.57E-06,-5.339847236
